宣传标语,楼盘链接,面积|m2,房型,楼盘描述,均价|元/m2,总价|万
为你而选为你为家 精装修 视野宽阔 采光充足 南北通透,http://hangzhou.anjuke.com/prop/view/A780563774,206,4室2厅,竹海水韵  [余杭-闲林 闲水路],15044,206
精装修，沁雅花园，金都新城。,http://hangzhou.anjuke.com/prop/view/A781078316,127,3室2厅,沁雅花园  [西湖-文三西路 文三西路111号],27902,127
丽江公寓二排江景房 精装修 没住过人 带车位！！！,http://hangzhou.anjuke.com/prop/view/A767120394,172,4室2厅,绿城丽江公寓  [江干-九堡 仁爱路],31995,172
风雅钱塘，边套，*带车位，三房朝南，房东诚心出售,http://hangzhou.anjuke.com/prop/view/A781311098,165,3室2厅,风雅钱塘  [滨江-长河 领江右大道],34009,165
全明西边套，三房朝南户型，南北通透，采光好，房东诚售！,http://hangzhou.anjuke.com/prop/view/A778936170,118,3室2厅,昆仑红苹果  [江干-九堡 仁爱路20-22号],19868,118
高档人家的*，带的出去，走的回来。这周速销房源，过时不候,http://hangzhou.anjuke.com/prop/view/A782023515,132,3室2厅,龙湖滟澜山北区  [江干-金沙湖 华景街],29946,132
上尚庭 精装修三房西边套双阳台 无营业税,http://hangzhou.anjuke.com/prop/view/A770862823,120,3室2厅,上尚庭  [西湖-申花 益乐路],43175,120
滨江金色江南 253万 3室2厅1卫 毛坯角！千年等一回别错,http://hangzhou.anjuke.com/prop/view/A771268656,89,3室2厅,滨江金色江南  [萧山-钱江世纪新城 飞虹路],28089,89
大气4室 *送面积超多 单价16000！！未来科技城核心板块,http://hangzhou.anjuke.com/prop/view/A746702501,136,4室2厅,赞成乐山红叶  [余杭-闲林 天目山西路],16029,136
老城区刚需三房，得房高赠送一间房的面积，三房朝南，价格划算,http://hangzhou.anjuke.com/prop/view/A772134741,82,3室2厅,朝阳西路小区  [余杭-临平 朝阳西路],7317,82
多蓝水岸C3户型业主精装出售，南北通透，,http://hangzhou.anjuke.com/prop/view/A782079375,134,3室2厅,多蓝水岸  [江干-下沙 12号大街],13432,134
"青蓝学区,98年商品房,全明户型,5楼,20万精装,采光不错",http://hangzhou.anjuke.com/prop/view/A778154630,91,3室1厅,青春坊小区  [下城-新华路 凤起路],33594,91
此房户型正气，带露台，精装修,http://hangzhou.anjuke.com/prop/view/A777396965,163,4室2厅,世纪新城  [西湖-文二西路 高技路51-55号],44188,163
乔司南地铁房  公寓小户型、大产权，可做两房,http://hangzhou.anjuke.com/prop/view/A782032779,86,2室2厅,复地连城国际  [余杭-乔司 杭海路1636号],12790,86
光谷新世界 全房实木家具 精装三室 采光充足 前后无遮挡,http://wuhan.anjuke.com/prop/view/A763578437,130,3室2厅,光谷新世界  [洪山-光谷关山 新竹路31号],26192,130
三室两厅南北通透，挂角采光送双阳台得房率高，43绿化园林。,http://wuhan.anjuke.com/prop/view/A762255503,102,3室2厅,"蓝光林肯公园(长宜路)  [硚口-古田 长宜路,近古田二路]",12411,102
米兰印象两房，全朝南户型，单价不到2万，50露台全送.,http://wuhan.anjuke.com/prop/view/A761560559,89,2室2厅,米兰映象  [洪山-光谷关山 珞雄路19号],20224,89
江岸区竹叶山华中国际广场双地铁精装房二环核心地段火爆开盘,http://wuhan.anjuke.com/prop/view/A758580413,38,1室1厅,华中国际广场  [江岸-竹叶山花桥 竹叶山转盘黄孝河路与黄浦大街交汇处],16000,38
保利中央公馆豪华装修三房  两证无税  楼层适中  价格实惠,http://wuhan.anjuke.com/prop/view/A748590887,94,3室2厅,保利中央公馆  [洪山-珞狮南路 丁字桥南路558号],19148,94
史上超棒位置 超好的楼层 超正的户型 寻找超合适的您 满两年,http://wuhan.anjuke.com/prop/view/A725448017,124,4室2厅,保利中央公馆  [洪山-珞狮南路 丁字桥南路558号],21612,124
汉街总部国际旁 龙源国际广场 172平 南北通透4房2厅2卫,http://wuhan.anjuke.com/prop/view/A779601364,172,4室2厅,龙源国际广场  [武昌-徐东 姚家岭24号],21802,172
出售龙辰丽湾，两证两年，随时可以去看房,http://wuhan.anjuke.com/prop/view/A777401986,134,3室2厅,龙辰丽湾  [黄陂-盘龙城 刘店特8号],7462,134
新推，急售！新世界恒大华府，精装欧式风！阳光楼层前后无遮挡,http://wuhan.anjuke.com/prop/view/A774859942,102,3室2厅,新世界恒大华府  [洪山-光谷关山 光谷一路10号],20588,102
东立国际105平的豪华装修大复试，对口新村小学且双地铁沿线,http://wuhan.anjuke.com/prop/view/A772508326,105,4室2厅,东立国际  [江岸-二七百步亭 东立街],24761,105
"恒大绿洲,精装全套2室,配套成熟,不限购,电梯高层,采光好",http://wuhan.anjuke.com/prop/view/A768863884,72,2室2厅,恒大绿州  [蔡甸-恒大绿洲 汉阳大道],11065,72
吕茂杨.纳帕精装别墅，下叠，一天都没有住人，送两个车位！,http://wuhan.anjuke.com/prop/view/A766773898,135,4室3厅,纳帕溪谷  [江夏-藏龙岛 栗庙路9号],25466,135
光谷附近锦绣龙城，2证满二， 产权清晰，过户便捷，随时来电,http://wuhan.anjuke.com/prop/view/A766530778,83,2室2厅,锦绣龙城I区  [洪山-光谷关山 龙城路],15060,83
光谷一小学区房 品质小区丽岛物业 刚需小三房 无税,http://wuhan.anjuke.com/prop/view/A756521740,100,3室1厅,丽岛漫城  [洪山-光谷关山 光谷大道46号],20000,100
银湖翡翠二期 中间楼层 两证满二 采光充足 精装 带车位,http://wuhan.anjuke.com/prop/view/A759579867,124,3室2厅,银湖翡翠  [东西湖-金银湖 金山大道178号],16895,124
名都花园对面 绿汀雅境精装2房 户型格局好 家电全送拎包即住,http://wuhan.anjuke.com/prop/view/A755284707,94,2室2厅,绿汀雅静  [洪山-卓刀泉 雄楚大道456号],17605,94
光谷，民族大道，锦绣龙城，精装修，无税，满五唯一，急售,http://wuhan.anjuke.com/prop/view/A747496899,96,2室2厅,锦绣龙城I区  [洪山-光谷关山 龙城路],13750,96
碧桂园泰富城 29平37平46平，买一层送一层。品牌产业,http://wuhan.anjuke.com/prop/view/A735033537,37,2室1厅,"碧桂园泰富城(海棠路)  [汉阳-沌口 海棠路,近三环路]",14594,37
美加学区房 精装两房一步到位 看房方便 先到先得......,http://wuhan.anjuke.com/prop/view/A778490552,69,2室2厅,美加湖滨新城  [江夏-庙山 江夏大道49号],8695,69
积玉桥中山社区对口学区 内环地铁房 房源 房东诚售,http://wuhan.anjuke.com/prop/view/A777681704,51,1室1厅,中山社区(中山路)  [武昌-积玉桥 中山路],16699,51
天源城 南北通透 楼层好 婚房精装修带暖气 地铁4号线青鱼嘴,http://wuhan.anjuke.com/prop/view/A771915752,133,3室2厅,天源城  [武昌-中北路 中北路122号],21002,133
汉阳四新正地铁口，精装现房买一层送一层入户天然气！值！,http://wuhan.anjuke.com/prop/view/A768376082,55,2室2厅,金色港湾五期  [沌口开发区-金色港湾 东风大道68号],14727,55
民水+天然气+复式（买一层送一层）+双地铁口+后湖+自住办公,http://wuhan.anjuke.com/prop/view/A765453218,46,3室2厅,ZAMA  PARK  [江岸-二七百步亭 江岸区金桥大道与和谐大道交汇处],15089,46
《万科城》+一期+零公摊 +68户型+精装修+南北通透,http://wuhan.anjuke.com/prop/view/A765438512,68,2室1厅,万科城  [江汉-红旗渠 常青路167号],19492,68
新华路西北湖国贸新都大四房电梯房中间楼层出行方便有车位可售,http://wuhan.anjuke.com/prop/view/A759148616,185,4室2厅,国贸新都  [江汉-西北湖 建设大道562号],10528,185
绿地品牌直销+三环内联排别墅+尊享奢华+送前庭后院+双车位,http://wuhan.anjuke.com/prop/view/A754573772,136,4室2厅,绿地新都会  [汉阳-四新 四新大道],21225,136
急售！望湖国际95平68万免税,http://wuhan.anjuke.com/prop/view/A730834838,95,2室2厅,畅达望湖国际  [黄陂-武湖 汉施路],7894,95
保利蓝海郡 朝南两居室 两证两年 中间楼层 预约看房,http://wuhan.anjuke.com/prop/view/A775011463,81,2室2厅,保利蓝海郡  [洪山-陈家湾 雄楚大道452号],18518,81
小区环境优美，交通便利，周边大型购物超市，餐饮游 乐居多。,http://wuhan.anjuke.com/prop/view/A772617325,86,3室2厅,东方夏威夷国际花园  [沌口开发区-沌口周边 博艺路],8671,86
中北路青鱼嘴地铁口天源城精装修两房公摊小中间楼层,http://wuhan.anjuke.com/prop/view/A767378749,90,2室2厅,天源城  [武昌-中北路 中北路122号],21666,90
红光小区精装两房中间楼层小区内长港路小学交通配套方便,http://wuhan.anjuke.com/prop/view/A744123703,64,2室2厅,红光小区  [江汉-杨汊湖 新湾路40号],12539,64
对口南湖一小 紧邻7号地铁口 七星雪香花园 精装通途无税三房,http://wuhan.anjuke.com/prop/view/A767893302,86,2室2厅,七星雪香花园  [武昌-南湖花园 平安路137号],17558,86
金银湖 联通佳苑 毛坯五房 南北通透 送车位 房东诚心 免税,http://wuhan.anjuke.com/prop/view/A761205396,179,4室2厅,联通佳苑  [东西湖-金银湖 马池中路],10949,179
中北路东亭地铁口，东亭小区简装两房，有钥即看,http://wuhan.anjuke.com/prop/view/A780712062,72,2室1厅,东亭小区  [武昌-东湖东亭 黄鹂路],17777,72
积玉桥地铁站 金地国际花园 南北通透 大四居,http://wuhan.anjuke.com/prop/view/A779665451,135,3室2厅,金地国际花园(武昌)  [武昌-积玉桥 和平大道300号],28946,135
精装朝南小三房！精装朝南小三房！金地中心城朝南精装三房,http://wuhan.anjuke.com/prop/view/A779071991,96,3室2厅,金地中心城东区  [洪山-光谷关山 雄楚大道908号],18791,96
保利蓝海郡洋房  一线湖景房  两证无税带车位，带定金来看房,http://wuhan.anjuke.com/prop/view/A774942317,288,6室2厅,保利蓝海郡  [洪山-陈家湾 雄楚大道452号],20138,288
关山光谷软件园清江山水三期精装未入住两房出售,http://wuhan.anjuke.com/prop/view/A741456281,81,2室2厅,清江山水  [洪山-光谷关山 软件园三路],18518,81
徐东友谊大道石化小区精装三房106平145万 出售,http://wuhan.anjuke.com/prop/view/A776818990,106,3室2厅,徐东石化小区  [武昌-徐东 友谊大道524号],13679,106
武泰闸城南新居 精装两房 准地铁房真正做到拎包入住，洒脱无比,http://wuhan.anjuke.com/prop/view/A769676884,93,2室2厅,城南新居  [武昌-武泰闸烽火 白沙洲大道],12903,93
（新房不限购)万科金色城市+白沙洲滨江商务+小户型全城发售,http://wuhan.anjuke.com/prop/view/A780425482,60,1室1厅,保利上城  [洪山-白沙洲 白沙洲大道],9166,60
香港路地铁6号线附近大型小区3房126万，老证，直接住,http://wuhan.anjuke.com/prop/view/A777962871,84,3室1厅,西马新村小区  [江岸-台北香港路 香港路264号],15000,84
地铁口城市广场旁//同鑫花园买一层送一层复式楼//送露台,http://wuhan.anjuke.com/prop/view/A776299803,125,4室2厅,同鑫花园景福苑  [江岸-后湖 后湖大道156号],16400,125
一号线无缝对接+古田之星商圈+复制第二个武广商圈+凯德广场,http://wuhan.anjuke.com/prop/view/A773802171,1520,3室3厅,嬉空间北回归线  [黄陂-滠口 滠口街特1号],19000,1520
汉阳主道 王家湾中央生活区 商圈地段 繁华都市 人气广阔,http://wuhan.anjuke.com/prop/view/A773572281,93,3室2厅,王家湾中央生活区  [汉阳-王家湾 汉阳大道],14516,93
马场角双线地铁口葛洲坝国际广场正规3房2厅+精装修+户型好,http://wuhan.anjuke.com/prop/view/A778050860,108,3室2厅,葛洲坝国际广场  [江汉-西北湖 马场角小路],22407,108
光谷东，葛店地铁口，菱湖印象盛大开盘！来电有惊喜！！！,http://wuhan.anjuke.com/prop/view/A776379776,107,3室2厅,祥瑞东方城  [洪山-光谷关山 葛店经济技术开发区创业大道与澳门路交汇处],5869,107
光谷 民族大道口 时间广场附近 金地中心城 3房便宜出售,http://wuhan.anjuke.com/prop/view/A775020182,98,3室2厅,金地中心城东区  [洪山-光谷关山 雄楚大道908号],18571,98
星悦城一期+南北通透+精装三房两卫+高楼层+双阳台！！！,http://wuhan.anjuke.com/prop/view/A771532226,117,3室2厅,星悦城  [江岸-后湖 秋桂路],16292,117
卧龙丽景湾 中空复式  毛坯 两证满  业主急售看房方便,http://wuhan.anjuke.com/prop/view/A770134892,89,2室2厅,卧龙丽景湾香山苑  [东西湖-金银湖 金南一路特1号],18056,89
万科城旁迎宾花园精装大两房南北通透带朝南大阳台对口大兴路,http://wuhan.anjuke.com/prop/view/A767693144,122,2室2厅,迎宾花园  [江汉-武广万松园 江兴路1附5号],12321,122
新世纪《沁园春》近地铁丶万达商圈。两证满五丶精装四房，方便看,http://wuhan.anjuke.com/prop/view/A761749388,163,4室2厅,新世纪都市花园沁园春  [江汉-唐家墩 保华街26号],18404,163
汉口火车站 佳兴苑 电梯精装2房 证满2年 业主诚心出售,http://wuhan.anjuke.com/prop/view/A752287466,103,2室2厅,佳兴苑  [江汉-六渡桥 常宏里37-41号],13045,103
世茂锦绣长江 正地铁口 南北朝向两居  有钥匙随时看房,http://wuhan.anjuke.com/prop/view/A772836157,84,2室1厅,世茂锦绣长江4期  [汉阳-建港 鹦鹉小道200号],19047,84
软件园《清江山水》低总价，正规俩室，享受家的温馨和便捷,http://wuhan.anjuke.com/prop/view/A758538823,82,2室2厅,清江山水  [洪山-光谷关山 软件园三路],16829,82
汉阳大道 难得小户型两房 中间楼层 即买即住！！！,http://wuhan.anjuke.com/prop/view/A741209575,68,2室1厅,碧溪苑小区  [汉阳-七里庙 汉阳大道356号],12500,68
钟家村 锦绣长江 大品牌开发商 一线看江 精装2房,http://wuhan.anjuke.com/prop/view/A738346747,117,2室2厅,世茂锦绣长江1期  [汉阳-钟家村 滨江大道188号],23076,117
安普顿豪装三房，楼层非常好，户型方正，两证已办,http://wuhan.anjuke.com/prop/view/A779289792,116,3室2厅,安普顿小镇  [洪山-光谷关山 天际路15号],15517,116
"奥林花园4室166万元隆重出售, 两证已满 随时看房",http://wuhan.anjuke.com/prop/view/A779117976,138,4室2厅,人信奥林花园  [沌口开发区-金色港湾 东风大道71号],12028,138
纽宾凯国际社区  精装小两房  新小区  拎包即住,http://wuhan.anjuke.com/prop/view/A774262638,60,2室1厅,纽宾凯国际社区  [汉阳-王家湾 芳草路],15000,60
保利天悦 一线江景 四个景观房 南北对流 业主忍心割爱,http://guangzhou.anjuke.com/prop/view/A771013229,308,4室2厅,"保利天悦商住楼(新港东路)  [海珠-琶洲 新港东路,近琶洲村新马路]",71428,308
南航花园 超大阳台 景致雅趣 望花园,http://guangzhou.anjuke.com/prop/view/A769353065,138,3室2厅,南航花园  [花都-新区 迎宾大道103号],18115,138
满5唯一住宅 业主急售 价格可以商量,http://guangzhou.anjuke.com/prop/view/A767039789,96,3室2厅,汇港豪庭  [增城-荔城 民乐路18号],12083,96
恒大御景半岛 豪华大四房 望江单位 随时看房,http://guangzhou.anjuke.com/prop/view/A730315355,275,3室2厅,恒大御景半岛  [白云-金沙洲 金沙洲大桥沿江北段],20000,275
御秀名门 带管道煤气 精致装修 内部员工认购价 即买即收租,http://guangzhou.anjuke.com/prop/view/A763845688,29,1室1厅,"御秀名门(穗盐西路)  [广州周边-广州周边 穗盐西路,近皇朝西路]",12068,29
万科红郡 豪华装修 独立别墅 前后花园,http://guangzhou.anjuke.com/prop/view/A778293838,380,6室3厅,万科红郡  [番禺-华南 南村兴南大道368号],55263,380
广佛智城（地铁广州五号线延长线既在门口）阿里巴巴电商为邻居,http://guangzhou.anjuke.com/prop/view/A775902292,28,1室1厅,南海广佛智城  [广州周边-广州周边 南海大沥桂和路交界],7142,28
天河北 东方之珠 采光好 即买即住,http://guangzhou.anjuke.com/prop/view/A774493792,99,3室2厅,东方之珠花园  [天河-天河北 天河北路715号],54408,99
"全新毛坯未住,一线江景。视野开阔,舒适。",http://guangzhou.anjuke.com/prop/view/A766623880,136,3室2厅,锦绣御景国际  [增城-荔城 荔城大道225号],16911,136
上城国际 超高性价比 临近地铁 番禺CBD 天河城 万达旁边,http://guangzhou.anjuke.com/prop/view/A754967224,56,1室1厅,敏捷上城国际  [番禺-华南 番禺大道北以东、汉溪大道以南],21428,56
东山口 竹丝岗小区 电梯3房 小区管理 安静不吵 户型匡正,http://guangzhou.anjuke.com/prop/view/A740351740,41,3室1厅,执信南路小区  [越秀-东山 执信南路],40975,41
海伦堡御院 105平米210万中间位置 朝向好位置优越,http://guangzhou.anjuke.com/prop/view/A781735779,105,3室2厅,中颐海伦堡御院  [番禺-市桥南 南华路190号],20000,105
淘金路电梯楼 淘金华庭对面 南向三房 带华侨学位 随时看房,http://guangzhou.anjuke.com/prop/view/A776507613,85,3室2厅,淘金路小区  [越秀-淘金 淘金路],42941,85
百利山 精装四房 望花园 近地铁 学校区 买到就是赚到,http://guangzhou.anjuke.com/prop/view/A775686345,134,4室2厅,雅居乐剑桥郡  [番禺-广州雅居乐花园 南大路],33582,134
第二金碧 中层精致两居 格局方正视野开阔 满5年地铁物业,http://guangzhou.anjuke.com/prop/view/A771957291,67,2室2厅,第二金碧花园  [海珠-工业大道南 金诚路],34477,67
广州双地铁物业 同和 买一层送一层复试公寓 商住两用 不限购,http://guangzhou.anjuke.com/prop/view/A769443021,36,1室1厅,君立M+World  [白云-南湖 同和路318号],22222,36
金丽园 舒适南向大两房 采光好 格局方正,http://guangzhou.anjuke.com/prop/view/A769354875,88,2室2厅,金丽园  [黄埔-黄埔区府 黄埔东路489号],19397,88
金碧世纪花园 南向大三房 323万免重税 自住保养好诚售,http://guangzhou.anjuke.com/prop/view/A780522453,96,3室2厅,金碧世纪花园  [黄埔-黄埔区府 中山大道东81号],33645,96
合生湖山国际 近天河 不限购 华师附中学位 精装三房,http://guangzhou.anjuke.com/prop/view/A775518002,90,3室2厅,合生湖山国际  [增城-广园东 陈家林路],16111,90
锦东花园B区  学位房  户型方正  地铁沿线  未来无限,http://guangzhou.anjuke.com/prop/view/A781853654,93,2室2厅,骏威锦东花园  [花都-新区 桂花路61号],20430,93
物联创智谷 佛山新城板块 酒店签租6年 低总价 内部员工价,http://guangzhou.anjuke.com/prop/view/A777844154,86,2室1厅,物联创智谷(乐从中路139号)  [广州周边-广州周边 乐从中路139号],9186,86
市二宫 地铁口大两房 大院管理 中层全南向 随时看房,http://guangzhou.anjuke.com/prop/view/A776904080,74,2室2厅,市二宫小区  [海珠-前进路 江南大道北],20270,74
碧桂园豪园，《精装修》出门地铁口，配套成熟 繁华地段,http://guangzhou.anjuke.com/prop/view/A775540106,75,3室2厅,碧桂园豪园  [增城-荔城 增滩路],13333,75
满两年，学区房，价格还有议价空间,http://guangzhou.anjuke.com/prop/view/A769542626,88,3室2厅,金泽花园  [增城-新塘 新塘中路28号],10227,88
东圃美林湖畔花园 中楼层两房 业主换三房急售此房子 产权清晰,http://guangzhou.anjuke.com/prop/view/A768919598,81,2室2厅,美林湖畔花园  [天河-东圃 桃园南一街],39012,81
雅郡花园 南北户型 视野开阔,http://guangzhou.anjuke.com/prop/view/A762883754,137,3室2厅,雅郡花园  [海珠-琶洲 新港东路48号],43920,137
岭南新世界 户型实用的大三居室 可改四房,http://guangzhou.anjuke.com/prop/view/A749285528,112,3室2厅,岭南新世界  [白云-白云大道 新顺路],35714,112
帝景湾 千灯湖旁 万达广场邻地铁 江景豪宅 入读北江名校,http://guangzhou.anjuke.com/prop/view/A726667418,91,3室2厅,帝景湾  [荔湾-芳村 三水区西南街道货场街5号],7362,91
云峰花园 南北对流 采光充足 省级学位 随时看房,http://guangzhou.anjuke.com/prop/view/A776423821,90,3室2厅,云峰花园  [花都-镜湖大道 镜湖大道2号],14444,90
祈福新村山泉居 精装三房 一楼带花园 证过五年,http://guangzhou.anjuke.com/prop/view/A776256643,90,3室2厅,祈福新邨山泉居  [番禺-祈福 市广路],25555,90
看得见的地铁口 荔湖湖畔,http://guangzhou.anjuke.com/prop/view/A776178535,106,3室2厅,荔富湖畔  [增城-中新镇 朱村大道东88号],16320,106
白云畔山花园 电梯房 户型正气 安静舒适 无税房240万,http://guangzhou.anjuke.com/prop/view/A770787985,78,2室2厅,白云畔山花园  [白云-同和 梅岗路],30769,78
保利花城 4房 主套带衣帽间 属于你的家！,http://guangzhou.anjuke.com/prop/view/A768504499,189,4室2厅,保利花城  [花都-新区 三东大道西],15767,189
蓝色康园 格局漂亮 过2年 正南向 大3房 生活便利,http://guangzhou.anjuke.com/prop/view/A767639335,113,3室2厅,蓝色康园  [海珠-滨江东 滨江东路562号],54867,113
时光 厅大房大实用大两房,http://guangzhou.anjuke.com/prop/view/A767261623,79,2室2厅,广州雅居乐花园  [番禺-广州雅居乐花园 兴南大道398号],30035,79
车陂 骏景花园南苑 南北对流带主套3房 业主急售,http://guangzhou.anjuke.com/prop/view/A761074057,104,3室2厅,骏景花园南苑  [天河-车陂 中山大道190号],41826,104
钻石豪庭 新装修望花园现在低价出售177方现在仅售250万,http://guangzhou.anjuke.com/prop/view/A743954809,177,4室2厅,钻石豪庭  [花都-新区 紫薇路16号],14124,177
天河区 智慧城地铁房 天河星作 2房 洋房带装修 早买早赚,http://guangzhou.anjuke.com/prop/view/A741037021,70,2室2厅,天河星作  [天河-车陂 合景路99号],34000,70
金碧领秀  靓装带主套三房 省级学位  中楼层,http://guangzhou.anjuke.com/prop/view/A734970211,110,3室2厅,金碧领秀国际  [黄埔-黄埔区府 黄埔东路],36181,110
滨海半岛公寓 万达旁复式小户型 送装修带返租 均价1万4起,http://guangzhou.anjuke.com/prop/view/A777286956,53,1室1厅,南沙滨海半岛  [南沙-南沙 环市大道西483号],14000,53
大旺香江国际 低首付 轻松月供 繁华地段 轻轨旁 带省级学位,http://guangzhou.anjuke.com/prop/view/A768788436,103,3室2厅,"香江国际(工业大街)  [广州周边-广州周边 工业大街,近体育东路]",6310,103
托斯卡纳161方大4房安静舒适400万拎包入住业主出国诚心出,http://guangzhou.anjuke.com/prop/view/A765344820,161,4室2厅,利海托斯卡纳  [白云-白云大道 广从一路],24844,161
锦丽居 地铁口 电梯南向看花园 安静热门房源 334万免重税,http://guangzhou.anjuke.com/prop/view/A763349574,100,3室2厅,锦丽居  [海珠-南洲 锦丽街18-102号],33400,100
铂林国际公寓复式一房一厅 高层视野通风好 有学位 近地铁,http://guangzhou.anjuke.com/prop/view/A751712238,39,1室1厅,铂林国际公寓  [天河-珠江新城 花城大道16号],76923,39
穗花新村，省级学位，精装2房,http://guangzhou.anjuke.com/prop/view/A749437716,64,2室2厅,穗花新村  [海珠-江南西 江南大道中162号],25937,64
(出售) 花都万达城临近地铁 明天开盘 来电享受95折 笋,http://guangzhou.anjuke.com/prop/view/A780556590,93,3室2厅,花都万达城  [花都-新区 凤凰北路],16129,93
员村 都市兰亭 电梯大两房 安静舒适,http://guangzhou.anjuke.com/prop/view/A771451733,86,2室2厅,天河都市兰亭花园  [天河-员村 员村二横路11号],51162,86
热销新房，全优的生活配套，环境优美,http://guangzhou.anjuke.com/prop/view/A775690571,99,3室2厅,阳光100芒果TOWN  [花都-清远 广清高速银盏出口直行约3公里，广清大道旁],8585,99
嘉裕礼顿阳光 豪华装修 温馨两房 南北向 有学位,http://guangzhou.anjuke.com/prop/view/A774174533,81,2室2厅,嘉裕礼顿阳光公寓  [天河-珠江新城 华成路8号],67901,81
万通国际 小区门口就是地铁站  拎包入住,http://guangzhou.anjuke.com/prop/view/A767951669,38,2室1厅,万通国际  [广州周边-广州周边 佛山市禅城区魁奇路地铁站旁边],10000,38
海晴居刚需两房 少有放盘 装修好保养靓 采光充足 看房方便,http://guangzhou.anjuke.com/prop/view/A763241939,52,2室2厅,祈福新邨海晴居  [番禺-祈福 福怡路],23076,52
路劲 别墅 送80方前后花园 地下室,http://guangzhou.anjuke.com/prop/view/A758819933,225,4室2厅,路劲隽悦豪庭  [花都-新区 兰花路],13422,225
合生湖山国际 公立学位一手房 *,http://guangzhou.anjuke.com/prop/view/A738191273,92,2室2厅,合生湖山国际  [增城-广园东 陈家林路],15434,92
颐景华苑 3+1房 装修保养好 南向厅出阳台,http://guangzhou.anjuke.com/prop/view/A775206226,136,3室2厅,合生颐景华苑  [海珠-南洲 东晓南路],36617,136
增城逸翠庄园 独栋别墅279方 地铁21号线钟岗站 看房有专,http://guangzhou.anjuke.com/prop/view/A774337564,279,5室2厅,和记黄埔涟岸  [增城-广园东 绿湖岛片区科润路10号],15698,279
隆晖苑南北通透大三房 户型方正实用高,http://guangzhou.anjuke.com/prop/view/A769098466,137,3室2厅,隆晖苑  [花都-新区 曙光大道],18248,137
碧桂园物业管理 不需社保 首付12万买3房 轻轨4站到荔湾,http://guangzhou.anjuke.com/prop/view/A760287208,82,3室2厅,鹤山新华城(鹤山大道)  [广州周边-广州周边 鹤山大道],7926,82
万科东荟城 南北向实用四房 通风采光* 业主急需资金急售,http://guangzhou.anjuke.com/prop/view/A774149889,124,4室2厅,万科东荟城  [黄埔-黄埔区府 开泰大道],23387,124
昌岗地铁D出口 信和广场 东向大三房 证过2年,http://guangzhou.anjuke.com/prop/view/A773244795,126,3室2厅,信和广场  [海珠-昌岗路 昌岗东路239号],35714,126
翡翠绿洲大项目 全新小户型推出 看园景 配套成熟 地铁13号,http://guangzhou.anjuke.com/prop/view/A768016065,77,2室2厅,翡翠绿洲  [增城-广园东 开创大道北埔南路翡翠绿洲大道],17662,77
有钥匙：高品质台湾知名开发商、户型正气全朝南,http://shanghai.anjuke.com/prop/view/A775122144,116,2室2厅,远中风华园  [静安-南京西路 新闸路1068弄],124495,116
老客户多次上门降价，家中急需用钱，低于市场价60万，随时看房,http://shanghai.anjuke.com/prop/view/A781346410,50,2室1厅,瞿西新村  [黄浦-蓬莱公园 瞿溪路1254弄],66532,50
罗阳五村，地铁，家具家电全送，可提前交房，中心位置送车位,http://shanghai.anjuke.com/prop/view/A774577143,70,2室1厅,罗阳五村莲盛花苑  [闵行-古美罗阳 罗锦路568弄],51428,70
东曼尚东区 一梯2户高绿化低容积，带车位，正对水景,http://shanghai.anjuke.com/prop/view/A776957433,260,4室2厅,东方曼哈顿世纪豪庭  [徐汇-徐家汇 虹桥路168号],143055,260
重点双学区房，地段好，靠近百联、乐购，房屋装修，南北通透！,http://shanghai.anjuke.com/prop/view/A781337389,63,2室1厅,玉昆小区  [松江-小昆山 玉昆路280弄78-173号],13680,63
买一层送一层，配套成熟国际CBD商圈 .嘉兴高铁房不限购不限,http://shanghai.anjuke.com/prop/view/A773397084,63,2室2厅,泰富新世界  [上海周边-嘉兴 文昌路与昌盛南路交汇处],6666,63
金葵新城 南北通透两房，双轨地铁带固定车位，已定新房，急售,http://shanghai.anjuke.com/prop/view/A757308765,84,2室2厅,金葵新城  [浦东-金桥 金葵路945弄],48571,84
平南一二村   真实价格  位置安静 好楼层 诚心卖,http://shanghai.anjuke.com/prop/view/A766357808,48,1室1厅,平南一二村  [闵行-古美罗阳 平南一村],62344,48
低总价 采光好 南北通透 看房方便 配套成熟 品质小区 新盘,http://shanghai.anjuke.com/prop/view/A777224106,39,1室1厅,宜川四村小区  [普陀-甘泉宜川 沪太路765弄],55128,39
18号线地铁口的楼盘 自带万达商业综合体 租金4000元,http://shanghai.anjuke.com/prop/view/A771562427,52,2室1厅,"周浦万达广场  [浦东-周浦 年家浜路437号,沪南公路4367号]",18269,52
地铁2和15号线，南北通风户型，位置好，中区，采光好，随时看,http://shanghai.anjuke.com/prop/view/A760852846,118,3室2厅,雍景园  [长宁-天山 天山支路138弄],72881,118
精装修拎包入住，对口凉城三小，一梯两户，低于市价30万急售！,http://shanghai.anjuke.com/prop/view/A769127546,55,2室1厅,虹口华二小区  [虹口-江湾镇 车站北路624弄],54545,55
大树湘湘恬园 紧邻湘家荡！学区房 度假养生不二之选！,http://shanghai.anjuke.com/prop/view/A754728056,84,2室2厅,大树汇众佳苑  [上海周边-嘉兴 南湖区七星路与兴名路交汇处],7976,84
