楼盘,楼盘链接,地理位置,价格|元/m2
鹿港小镇,http://dl.fang.anjuke.com/loupan/251341.html,甘井子 大连湾,7400
金湾山城,http://dl.fang.anjuke.com/loupan/248966.html,开发区 保税区,6200
万科半山半海,http://dl.fang.anjuke.com/loupan/413864.html,沙河口 星海湾,18500
新加坡花园,http://dl.fang.anjuke.com/loupan/243720.html,旅顺口 旅顺开发区,6500
正源吉祥e家祥福园,http://dl.fang.anjuke.com/loupan/249473.html,开发区 金马路,6500
星光耀广场,http://dl.fang.anjuke.com/loupan/249530.html,中山 东港新区,16000
桃源1号&秀月麒林,http://dl.fang.anjuke.com/loupan/414497.html,中山 桃源,18000
悦泰福里,http://dl.fang.anjuke.com/loupan/243736.html,西岗 北岗桥,21000
维多利亚公馆,http://dl.fang.anjuke.com/loupan/251549.html,中山 东港新区,18500
金海明珠二期,http://dl.fang.anjuke.com/loupan/250277.html,金州 五一路,7000
福佳新城,http://dl.fang.anjuke.com/loupan/243686.html,甘井子 大连湾,7500
大连绿地中心,http://dl.fang.anjuke.com/loupan/243677.html,中山 东港新区,21000
青国青城,http://dl.fang.anjuke.com/loupan/249874.html,开发区 保税区,7000
阳光林苑,http://dl.fang.anjuke.com/loupan/250391.html,甘井子 西山,8800
世茂寰海城,http://dl.fang.anjuke.com/loupan/243685.html,旅顺口 旅顺开发区,5900
新星星海中心,http://dl.fang.anjuke.com/loupan/252583.html,沙河口 星海湾,16500
中体奥林匹克花园,http://dl.fang.anjuke.com/loupan/243546.html,甘井子 西山,8500
学仕名府,http://dl.fang.anjuke.com/loupan/248250.html,高新园区 高新园区,13700
金地艺境,http://dl.fang.anjuke.com/loupan/246590.html,甘井子 大连湾,9500
高城山,http://dl.fang.anjuke.com/loupan/251794.html,开发区 保税区,7000
兴耀鑫都汇,http://hz.fang.anjuke.com/loupan/251402.html,滨江 西兴,15000
正易上塘春苑,http://hz.fang.anjuke.com/loupan/298206.html,余杭 良渚,9000
联合畔上居,http://hz.fang.anjuke.com/loupan/252164.html,拱墅 半山,22000
丁桥颐景园,http://hz.fang.anjuke.com/loupan/238371.html,江干 丁桥,12322
恒逸金榈湾,http://hz.fang.anjuke.com/loupan/238421.html,萧山 南部卧城,4444
顺发江南丽锦,http://hz.fang.anjuke.com/loupan/245356.html,萧山 钱江世纪城,20000
金久城市花园,http://hz.fang.anjuke.com/loupan/298131.html,杭州周边 桐庐,7000
雅戈尔西溪晴雪,http://hz.fang.anjuke.com/loupan/238525.html,西湖 西溪,17735
华枫名苑,http://hz.fang.anjuke.com/loupan/246607.html,余杭 临平,6593
宏丰公寓,http://hz.fang.anjuke.com/loupan/238355.html,余杭 西溪,12000
方兴黄龙金茂悦,http://hz.fang.anjuke.com/loupan/251059.html,西湖 文教,40000
绿城江南里,http://hz.fang.anjuke.com/loupan/298168.html,拱墅 申花,110000
钱江水晶澜轩,http://hz.fang.anjuke.com/loupan/247591.html,滨江 中兴,40200
大家小墅,http://hz.fang.anjuke.com/loupan/298160.html,杭州周边 富阳,15500
高运高庄,http://hz.fang.anjuke.com/loupan/298069.html,萧山 南部卧城,7960
杰立公馆,http://hz.fang.anjuke.com/loupan/249310.html,江干 市中心,15036
德信北海公园,http://hz.fang.anjuke.com/loupan/240170.html,拱墅 桥西,14318
广厦天都城爵士花园,http://hz.fang.anjuke.com/loupan/247549.html,余杭 星桥,7000
恒滕澜山公馆,http://hz.fang.anjuke.com/loupan/248325.html,余杭 老余杭,7000
保利湾天地,http://hz.fang.anjuke.com/loupan/239264.html,下沙 沿江,8341
华元爱丁郡,http://hz.fang.anjuke.com/loupan/238439.html,余杭 西溪,11012
大华海派风范,http://hz.fang.anjuke.com/loupan/240423.html,余杭 老余杭,11000
平瑞瑞和园,http://hz.fang.anjuke.com/loupan/245791.html,余杭 良渚,12000
方正御星,http://hz.fang.anjuke.com/loupan/250042.html,拱墅 桥西,19000
新江北孔雀城,http://nj.fang.anjuke.com/loupan/415569.html,南京周边 滁州,8500
保利堂悦,http://nj.fang.anjuke.com/loupan/253242.html,秦淮 城南,34000
苏宁北外滩水城,http://nj.fang.anjuke.com/loupan/241500.html,浦口 江北,20278
碧桂园凤凰城,http://nj.fang.anjuke.com/loupan/244919.html,南京周边 句容,13000
明发江湾新城,http://nj.fang.anjuke.com/loupan/400737.html,南京周边 其他,7500
保利朗诗蔚蓝,http://nj.fang.anjuke.com/loupan/383164.html,栖霞 城北,30000
江岸景城,http://nj.fang.anjuke.com/loupan/241661.html,浦口 江北,9700
保利中央公园,http://nj.fang.anjuke.com/loupan/249973.html,江宁 江宁,29500
碧桂园欧洲城,http://nj.fang.anjuke.com/loupan/245493.html,南京周边 滁州,8500
复地宴南都,http://nj.fang.anjuke.com/loupan/253262.html,秦淮 城南,22000
雍福龙庭,http://nj.fang.anjuke.com/loupan/241599.html,江宁 江宁,25500
万达茂,http://nj.fang.anjuke.com/loupan/297874.html,栖霞 仙林,16500
银亿东城,http://nj.fang.anjuke.com/loupan/241461.html,江宁 城东,20000
花样年花样城,http://nj.fang.anjuke.com/loupan/297894.html,高淳 高淳,7200
新城香悦澜山,http://nj.fang.anjuke.com/loupan/252201.html,栖霞 仙林,30000
万科星荟,http://nj.fang.anjuke.com/loupan/415421.html,雨花台 城南,22000
碧桂园大学印象,http://nj.fang.anjuke.com/loupan/411426.html,南京周边 句容,13500
同人山庄,http://hz.fang.anjuke.com/loupan/238837.html,杭州周边 临安,8539
绿城春江明月,http://hz.fang.anjuke.com/loupan/250528.html,杭州周边 建德,14000
运河财富壹号,http://hz.fang.anjuke.com/loupan/250404.html,拱墅 桥西,19000
运河协安蓝郡,http://hz.fang.anjuke.com/loupan/238430.html,西湖 三墩,25000
郡原公元时代,http://hz.fang.anjuke.com/loupan/416413.html,下沙 下沙,12500
通策状元府,http://hz.fang.anjuke.com/loupan/415541.html,杭州周边 临安,11283
华元花涧堂,http://hz.fang.anjuke.com/loupan/401242.html,余杭 临平,25000
金满府,http://hz.fang.anjuke.com/loupan/298138.html,萧山 瓜沥,16000
新奇世界上影安吉,http://hz.fang.anjuke.com/loupan/414852.html,杭州周边 其他,9300
公馆77,http://sh.fang.anjuke.com/loupan/236851.html,黄浦 老西门,74753
绿地新里派克公馆,http://sh.fang.anjuke.com/loupan/250033.html,青浦 青浦新城,20208
东郊半岛,http://sh.fang.anjuke.com/loupan/201570.html,浦东 川沙,34161
金诚花园,http://sh.fang.anjuke.com/loupan/244681.html,徐汇 徐家汇,58552
恒盛豪庭,http://sh.fang.anjuke.com/loupan/247803.html,宝山 高境,40000
新江湾中凯城市之光,http://sh.fang.anjuke.com/loupan/249726.html,杨浦 新江湾城,56682
花木绿城锦绣蘭庭,http://sh.fang.anjuke.com/loupan/249606.html,浦东 花木,80000
新世界欢乐城,http://sh.fang.anjuke.com/loupan/389743.html,浦东 祝桥,24000
圣得庄园,http://sh.fang.anjuke.com/loupan/240745.html,闵行 颛桥,40000
王子晶品,http://sh.fang.anjuke.com/loupan/189997.html,长宁 中山公园,60956
白银时代,http://sh.fang.anjuke.com/loupan/245678.html,嘉定 嘉定新城,25000
绿地海域苏河源,http://sh.fang.anjuke.com/loupan/249425.html,嘉定 安亭,18184
大宁瑞仕花园,http://sh.fang.anjuke.com/loupan/237878.html,静安 大宁绿地,64817
上海滩大宁城,http://sh.fang.anjuke.com/loupan/233670.html,静安 上海火车站,56075
盘古天地,http://sh.fang.anjuke.com/loupan/217244.html,嘉定 嘉定新城,23000
凯迪虹桥晶舍,http://sh.fang.anjuke.com/loupan/248294.html,徐汇 田林,48316
江南御府,http://sh.fang.anjuke.com/loupan/237512.html,闵行 七宝,40000
中房美林别墅,http://sh.fang.anjuke.com/loupan/203349.html,浦东 三林,83927
远雄徐汇园,http://sh.fang.anjuke.com/loupan/236927.html,徐汇 斜土路,79555
上海捷克住宅小区,http://sh.fang.anjuke.com/loupan/189849.html,青浦 徐泾,33000
万顺水原墅原公馆,http://sh.fang.anjuke.com/loupan/240275.html,闵行 颛桥,31250
富力桃园,http://sh.fang.anjuke.com/loupan/189880.html,青浦 青浦新城,20574
万科琥珀墅,http://sh.fang.anjuke.com/loupan/240283.html,宝山 罗店,27009
大华颐和华城蓝郡,http://sh.fang.anjuke.com/loupan/216691.html,普陀 万里,40000
蓝堡公馆,http://sh.fang.anjuke.com/loupan/237070.html,金山 金山新城,13000
绿地诺丁山,http://sh.fang.anjuke.com/loupan/192101.html,松江 松江新城,23810
黄浦丽园,http://sh.fang.anjuke.com/loupan/218682.html,黄浦 老西门,62670
华钜御庭2期,http://sh.fang.anjuke.com/loupan/205212.html,浦东 惠南,24179
宝华铂翠豪庭,http://sh.fang.anjuke.com/loupan/240428.html,金山 朱泾,12977
御澜湾,http://sh.fang.anjuke.com/loupan/240508.html,青浦 青浦新城,29362
陆家嘴国际人才公寓,http://sh.fang.anjuke.com/loupan/250954.html,浦东 洋泾,48000
万源城尚郡,http://sh.fang.anjuke.com/loupan/240629.html,闵行 古美罗阳,58960
协合紫薇园,http://sh.fang.anjuke.com/loupan/189959.html,徐汇 长桥,110000
馨雅名筑,http://sh.fang.anjuke.com/loupan/248592.html,奉贤 南桥,24762
海珀旭晖,http://sh.fang.anjuke.com/loupan/241058.html,徐汇 龙华,86712
铭邦华府,http://sh.fang.anjuke.com/loupan/240714.html,奉贤 南桥,21500
森林溪谷,http://sh.fang.anjuke.com/loupan/207613.html,闵行 马桥,23255
三花现代城,http://sh.fang.anjuke.com/loupan/219089.html,宝山 淞南,39483
三湘海尚,http://sh.fang.anjuke.com/loupan/237186.html,宝山 淞南,39933
保辉香景园,http://sh.fang.anjuke.com/loupan/237874.html,杨浦 新江湾城,59402
华立和郡,http://hz.fang.anjuke.com/loupan/238568.html,余杭 临平,8543
金隅江城府59墅,http://hz.fang.anjuke.com/loupan/249672.html,下沙 沿江,15858
龙湖滨江天街,http://hz.fang.anjuke.com/loupan/401128.html,滨江 中兴,50000
天鸿君邑,http://hz.fang.anjuke.com/loupan/238781.html,滨江 浦沿,16588
新城金镶玉,http://hz.fang.anjuke.com/loupan/297859.html,拱墅 申花,25000
瑞城花园,http://hz.fang.anjuke.com/loupan/239045.html,余杭 闲林,9111
金顺锦绣时代中心,http://hz.fang.anjuke.com/loupan/412912.html,余杭 老余杭,7000
铭鹤花园,http://hz.fang.anjuke.com/loupan/239142.html,杭州周边 富阳,6818
金都阳光田园,http://hz.fang.anjuke.com/loupan/239266.html,杭州周边 其他,10000
麦佳汇电子商务园,http://hz.fang.anjuke.com/loupan/247782.html,余杭 仓前,12000
五洲国际广场,http://hz.fang.anjuke.com/loupan/245841.html,西湖 三墩,14418
知本大厦,http://hz.fang.anjuke.com/loupan/238768.html,滨江 中兴,16800
万马伊顿庄园,http://hz.fang.anjuke.com/loupan/246482.html,杭州周边 临安,10333
华成天地墅园,http://hz.fang.anjuke.com/loupan/247967.html,萧山 南部卧城,18000
西溪名园,http://hz.fang.anjuke.com/loupan/239160.html,余杭 西溪,27750
红街广场,http://hz.fang.anjuke.com/loupan/238579.html,江干 九堡,14900
万马万锦山庄,http://hz.fang.anjuke.com/loupan/238778.html,杭州周边 临安,9060
钱盛商厦梦公馆,http://hz.fang.anjuke.com/loupan/412923.html,萧山 其他,7600
广厦天都城温莎花园,http://hz.fang.anjuke.com/loupan/240611.html,余杭 星桥,7110
南北乐章,http://hz.fang.anjuke.com/loupan/244318.html,余杭 瓶窑,6100
迪凯运河印象,http://hz.fang.anjuke.com/loupan/247550.html,余杭 仁和,16000
顺发旭辉·国悦府,http://hz.fang.anjuke.com/loupan/397205.html,萧山 萧山新城,32000
蓝色港湾,http://hz.fang.anjuke.com/loupan/238382.html,萧山 江东新城,8500
万宝城,http://hz.fang.anjuke.com/loupan/252059.html,余杭 临平,5500
西溪乐天城,http://hz.fang.anjuke.com/loupan/400712.html,余杭 西溪,13000
长嘉汇,http://cq.fang.anjuke.com/loupan/240525.html,南岸 南滨路,32000
鲁能九龙花园东郡,http://cq.fang.anjuke.com/loupan/411931.html,九龙坡 盘龙,8500
瑞安翠湖天地,http://cq.fang.anjuke.com/loupan/297522.html,渝中 化龙桥,13500
嘉悦江庭,http://cq.fang.anjuke.com/loupan/252339.html,渝北 悦来,10000
春风与湖,http://cq.fang.anjuke.com/loupan/239837.html,九龙坡 二郎,11200
渝高幸福九里,http://cq.fang.anjuke.com/loupan/251095.html,九龙坡 二郎,8600
光亮天润城,http://cq.fang.anjuke.com/loupan/252895.html,北碚 城南新区,5300
金茂未来域,http://cq.fang.anjuke.com/loupan/246798.html,九龙坡 袁家岗奥体,9000
佳华北宸里,http://cq.fang.anjuke.com/loupan/410242.html,江北 黄泥磅,15000
朵力迎宾大道,http://cq.fang.anjuke.com/loupan/264107.html,九龙坡 二郎,8800
中国摩,http://cq.fang.anjuke.com/loupan/389642.html,渝北 两路空港,8500
康田蔚蓝海,http://cq.fang.anjuke.com/loupan/252531.html,渝北 照母山,12500
法蓝西莊邸蓝铂湾,http://cq.fang.anjuke.com/loupan/383821.html,南岸 茶园新区,9000
东方剑桥柔波里,http://cq.fang.anjuke.com/loupan/252042.html,沙坪坝 大学城,8800
两江春城,http://cq.fang.anjuke.com/loupan/247817.html,渝北 冉家坝,16000
创远十里缇香,http://cq.fang.anjuke.com/loupan/251214.html,巴南 李家沱,8000
两江名苑伯克林,http://cq.fang.anjuke.com/loupan/415193.html,渝北 人和,13000
永川金科中央公园城,http://cq.fang.anjuke.com/loupan/239347.html,永川 永川,5300
金沙御苑,http://gz.fang.anjuke.com/loupan/248007.html,番禺 市桥,13000
番禺君华香柏广场,http://gz.fang.anjuke.com/loupan/248195.html,番禺 市桥,18000
中环品悦,http://gz.fang.anjuke.com/loupan/247963.html,番禺 华南,15000
托斯卡纳mini home,http://gz.fang.anjuke.com/loupan/240846.html,白云 白云大道,18000
都会新城,http://gz.fang.anjuke.com/loupan/244510.html,黄埔 其他,3731
瑞安创逸,http://gz.fang.anjuke.com/loupan/239430.html,天河 天河北,43000
风神公社,http://gz.fang.anjuke.com/loupan/239417.html,花都 区府,9052
敏捷君御国际,http://gz.fang.anjuke.com/loupan/244404.html,南沙 金洲,10159
和丰国际大厦,http://gz.fang.anjuke.com/loupan/241134.html,海珠 广州大道南,8730
万科柏悦湾,http://gz.fang.anjuke.com/loupan/239740.html,荔湾 中山八路,25520
世纪云顶雅苑,http://gz.fang.anjuke.com/loupan/239386.html,海珠 广州大道南,30332
星缘美居,http://gz.fang.anjuke.com/loupan/239391.html,花都 区府,10949
锦林山庄,http://gz.fang.anjuke.com/loupan/239375.html,黄埔 科学城,18367
中海花城1号,http://gz.fang.anjuke.com/loupan/246935.html,天河 珠江新城,40000
白云尚城,http://gz.fang.anjuke.com/loupan/239088.html,白云 白云大道,26001
海珠湖景峰,http://gz.fang.anjuke.com/loupan/240541.html,海珠 南洲,27000
敏捷领航公馆,http://gz.fang.anjuke.com/loupan/244403.html,番禺 华南,12564
汇景新城,http://gz.fang.anjuke.com/loupan/239024.html,天河 天河北,45000
中兴花园二期,http://gz.fang.anjuke.com/loupan/246162.html,天河 东圃,21887
金竹家园,http://gz.fang.anjuke.com/loupan/239320.html,增城 荔城,10441
富力国际公馆,http://gz.fang.anjuke.com/loupan/238701.html,天河 珠江新城,21642
凯旋门,http://gz.fang.anjuke.com/loupan/239074.html,花都 区府,17396
东城国际公寓,http://gz.fang.anjuke.com/loupan/239078.html,黄埔 黄埔区府,18026
怡乐花园三期,http://gz.fang.anjuke.com/loupan/239435.html,海珠 东晓,21681
百晟汇翠湾,http://gz.fang.anjuke.com/loupan/239199.html,增城 荔城,8596
雅居乐城南源著,http://gz.fang.anjuke.com/loupan/246209.html,番禺 市桥,14744
圣地天河星荟,http://gz.fang.anjuke.com/loupan/241090.html,白云 广州大道北,26904
世泰凯旋公寓,http://gz.fang.anjuke.com/loupan/250343.html,南沙 蕉门河,9563
丰逸尚居,http://gz.fang.anjuke.com/loupan/244910.html,黄埔 黄埔区府,17187
合生京津新城,http://tj.fang.anjuke.com/loupan/230625.html,宝坻 宝坻新城,13000
松江置地广场,http://tj.fang.anjuke.com/loupan/297479.html,南开 鞍山西道白堤路,23000
中盈瑞士小镇,http://tj.fang.anjuke.com/loupan/414007.html,宝坻 宝坻城区,9000
左右城,http://tj.fang.anjuke.com/loupan/264139.html,东丽 东丽开发区,12000
天润公园城,http://tj.fang.anjuke.com/loupan/414623.html,西青 大寺镇,4000
莱蒙国际公馆,http://tj.fang.anjuke.com/loupan/247586.html,静海 静海经济开发区,5500
滨江国际,http://tj.fang.anjuke.com/loupan/297629.html,宁河 宁河,9300
水墨兰庭,http://tj.fang.anjuke.com/loupan/237664.html,津南 小站镇,7500
天房麗山,http://tj.fang.anjuke.com/loupan/401165.html,河西 陈塘庄,42000
恒大御景半岛,http://tj.fang.anjuke.com/loupan/244319.html,宁河 宁河,12500
世嘉,http://tj.fang.anjuke.com/loupan/246737.html,滨海新区 汉沽,9500
中浩智城,http://tj.fang.anjuke.com/loupan/264090.html,武清 汊沽港,11000
童年湖,http://tj.fang.anjuke.com/loupan/414629.html,东丽 空港,14000
瑜芳园,http://tj.fang.anjuke.com/loupan/230465.html,东丽 空港,19500
桃源观邸,http://tj.fang.anjuke.com/loupan/264085.html,滨海新区 塘沽,21000
北大资源阅城,http://tj.fang.anjuke.com/loupan/253077.html,河西 友谊路,28500
融科瀚棠(河东),http://tj.fang.anjuke.com/loupan/252488.html,河东 中山门,39000
松江津滨置地广场,http://tj.fang.anjuke.com/loupan/256982.html,东丽 津滨大道,13000
富海公寓,http://tj.fang.anjuke.com/loupan/241037.html,河北 中山路,27000
海伦广场,http://sh.fang.anjuke.com/loupan/252334.html,嘉定 马陆,35000
恒文星尚湾,http://sh.fang.anjuke.com/loupan/246599.html,青浦 华新镇,42000
嘉实上城名都,http://sh.fang.anjuke.com/loupan/189968.html,嘉定 嘉定新城,30000
东原公馆,http://sh.fang.anjuke.com/loupan/416348.html,青浦 青浦新城,30000
御湖别墅,http://sh.fang.anjuke.com/loupan/237192.html,青浦 赵巷,60000
东张江1号,http://sh.fang.anjuke.com/loupan/410934.html,浦东 川沙,30000
禹洲城市广场,http://sh.fang.anjuke.com/loupan/415321.html,浦东 临港新城,16000
正荣御首府,http://sh.fang.anjuke.com/loupan/252191.html,金山 金山新城,22000
中南世纪城,http://sh.fang.anjuke.com/loupan/410363.html,上海周边 昆山,13000
碧桂园世纪城,http://sh.fang.anjuke.com/loupan/411657.html,上海周边 昆山,14500
碧桂园·柏悦湾,http://sh.fang.anjuke.com/loupan/414817.html,上海周边 其他,12000
蓝湖湾,http://sh.fang.anjuke.com/loupan/246672.html,上海周边 启东,12000
安高东方御府,http://sh.fang.anjuke.com/loupan/251379.html,嘉定 马陆,39000
上海星河湾,http://sh.fang.anjuke.com/loupan/216434.html,闵行 颛桥,75000
中粮海景壹号,http://sh.fang.anjuke.com/loupan/215776.html,浦东 陆家嘴滨江,220000
静安府（东区）,http://sh.fang.anjuke.com/loupan/414856.html,静安 大宁绿地,88000
正荣璟园,http://sh.fang.anjuke.com/loupan/298165.html,金山 枫泾,20000
新城上坤樾山璟里,http://sh.fang.anjuke.com/loupan/416177.html,松江 泗泾,38000
新城上坤樾山四季,http://sh.fang.anjuke.com/loupan/414878.html,松江 佘山,42000
淮海名邸,http://sh.fang.anjuke.com/loupan/252941.html,长宁 虹桥路,130000
卓达镜湖,http://bj.fang.anjuke.com/loupan/389587.html,武清 武清,20000
绿地中央广场通州写字...,http://bj.fang.anjuke.com/loupan/412659.html,通州 运河核心区,38000
绅士大厦,http://bj.fang.anjuke.com/loupan/252518.html,涿州 涿州,11000
首创公园城,http://bj.fang.anjuke.com/loupan/252833.html,顺义 顺义城,48000
翡翠长安,http://bj.fang.anjuke.com/loupan/411616.html,门头沟 永定镇,62000
润泽公馆,http://bj.fang.anjuke.com/loupan/240151.html,朝阳 北苑,85000
华宇经典,http://bj.fang.anjuke.com/loupan/251215.html,香河 香河,20000
浙商财富中心,http://hz.fang.anjuke.com/loupan/412948.html,西湖 西溪,33000
中天MCC,http://hz.fang.anjuke.com/loupan/412954.html,西湖 申花,29000
筑品金座,http://hz.fang.anjuke.com/loupan/412957.html,西湖 西溪,28000
天悦时代,http://hz.fang.anjuke.com/loupan/298128.html,拱墅 申花,7800
大悦城中粮天悦商铺,http://hz.fang.anjuke.com/loupan/412894.html,拱墅 申花,55000
爵仕会,http://hz.fang.anjuke.com/loupan/298096.html,西湖 三墩,6000
美好桂花溪园,http://hz.fang.anjuke.com/loupan/240540.html,余杭 瓶窑,8300
上亿彩虹郡,http://hz.fang.anjuke.com/loupan/251583.html,余杭 勾庄,9000
远景城市e谷,http://hz.fang.anjuke.com/loupan/298177.html,余杭 临平,3900
众安景海湾,http://hz.fang.anjuke.com/loupan/238431.html,萧山 钱江世纪城,9200
开元名郡,http://hz.fang.anjuke.com/loupan/250938.html,萧山 萧山新城,13000
永宏叠家,http://hz.fang.anjuke.com/loupan/252169.html,萧山 江东新城,8200
广汇栖水珑庭,http://hz.fang.anjuke.com/loupan/245798.html,余杭 塘栖,5180
绿城蓝庭,http://hz.fang.anjuke.com/loupan/238348.html,余杭 临平,9500
绿都四季华庭,http://hz.fang.anjuke.com/loupan/240976.html,萧山 南部卧城,13463
钱塘玫瑰湾,http://hz.fang.anjuke.com/loupan/251943.html,滨江 浦沿,24000
庭院深深,http://hz.fang.anjuke.com/loupan/239098.html,余杭 闲林,6734
中新御景湾,http://hz.fang.anjuke.com/loupan/238641.html,萧山 萧山新城,10800
坚果2.0,http://hz.fang.anjuke.com/loupan/238391.html,西湖 三墩,4812
绿城上海玉兰花园,http://sh.fang.anjuke.com/loupan/237691.html,浦东 唐镇,56137
阳光家园,http://sh.fang.anjuke.com/loupan/200892.html,奉贤 南桥,17000
万科梦想派,http://sh.fang.anjuke.com/loupan/248893.html,松江 松江新城,25486
鼎鑫名流苑,http://sh.fang.anjuke.com/loupan/189846.html,浦东 川沙,26500
万科金色领域,http://sh.fang.anjuke.com/loupan/240378.html,嘉定 嘉定新城,19245
陆家嘴公馆,http://sh.fang.anjuke.com/loupan/249163.html,浦东 源深,56642
万科翡翠别墅,http://sh.fang.anjuke.com/loupan/228088.html,闵行 浦江,80000
保利·香槟花园,http://sh.fang.anjuke.com/loupan/249020.html,杨浦 东外滩,60000
招商海廷,http://sh.fang.anjuke.com/loupan/201241.html,奉贤 海湾,15221
自然居家园三期,http://sh.fang.anjuke.com/loupan/219086.html,宝山 顾村,19100
绿色家园,http://sh.fang.anjuke.com/loupan/75403.html,奉贤 金汇,12769
江湾翰林,http://sh.fang.anjuke.com/loupan/246608.html,杨浦 五角场,62324
新理想花园,http://sh.fang.anjuke.com/loupan/219626.html,松江 松江老城,22000
金瀚园,http://sh.fang.anjuke.com/loupan/246843.html,金山 金山新城,13000
景瑞馥邸,http://sh.fang.anjuke.com/loupan/252350.html,嘉定 江桥,18589
安亭新镇德绍豪斯,http://sh.fang.anjuke.com/loupan/211426.html,嘉定 安亭,16000
天居玲珑湾,http://sh.fang.anjuke.com/loupan/237805.html,嘉定 嘉定镇,20000
长泰公馆,http://sh.fang.anjuke.com/loupan/248321.html,浦东 航头,26000
闻喜华庭,http://sh.fang.anjuke.com/loupan/253160.html,静安 彭浦新村,55000
怀盛怡庭,http://sh.fang.anjuke.com/loupan/246948.html,青浦 青浦新城,24250
龙泽园,http://sh.fang.anjuke.com/loupan/219620.html,金山 金山新城,12600
远洋香奈,http://sh.fang.anjuke.com/loupan/241031.html,宝山 杨行,27628
墅业,http://sh.fang.anjuke.com/loupan/209189.html,金山 亭林,8000
金铭文博水景六期,http://sh.fang.anjuke.com/loupan/246921.html,闵行 颛桥,25000
艾格美国际公寓,http://sh.fang.anjuke.com/loupan/248363.html,静安 南京西路,88000
龙湖紫悦湾,http://sh.fang.anjuke.com/loupan/251871.html,青浦 青浦新城,23000
圣地维拉三期,http://sh.fang.anjuke.com/loupan/237059.html,青浦 徐泾,27443
上和园,http://sh.fang.anjuke.com/loupan/249198.html,杨浦 新江湾城,54462
绿地幸福里,http://sh.fang.anjuke.com/loupan/249742.html,金山 金山中部,10000
大华悦府,http://sh.fang.anjuke.com/loupan/249408.html,浦东 北蔡,90000
中大九里德,http://sh.fang.anjuke.com/loupan/220243.html,松江 九亭,25913
徐汇玺庭,http://sh.fang.anjuke.com/loupan/249329.html,徐汇 田林,55167
凯迪枫丹白露屿墅,http://sh.fang.anjuke.com/loupan/201069.html,浦东 惠南,23809
中冶锦园,http://sh.fang.anjuke.com/loupan/249180.html,宝山 月浦,16666
中建国际城,http://bj.fang.anjuke.com/loupan/410952.html,顺义 顺义城,50000
盛德紫阙,http://bj.fang.anjuke.com/loupan/252231.html,东城 安定门,100000
昆泰嘉瑞中心公寓,http://bj.fang.anjuke.com/loupan/253069.html,朝阳 望京,75000
太阳城五彩石,http://bj.fang.anjuke.com/loupan/415248.html,投资 投资,9500
励骏华庭,http://bj.fang.anjuke.com/loupan/248106.html,东城 东单,110000
紫金长安,http://bj.fang.anjuke.com/loupan/414832.html,海淀 公主坟,77000
懿品府,http://bj.fang.anjuke.com/loupan/240064.html,密云 密云,23000
山海同湾,http://bj.fang.anjuke.com/loupan/236633.html,秦皇岛 秦皇岛,6500
万科天地,http://bj.fang.anjuke.com/loupan/410052.html,大兴 黄村,47000
龙脉公馆,http://bj.fang.anjuke.com/loupan/253233.html,昌平 小汤山,28000
硅谷汇,http://bj.fang.anjuke.com/loupan/410228.html,海淀 其他,30000
金隅糖+,http://bj.fang.anjuke.com/loupan/389879.html,房山 良乡,35000
远大美域,http://bj.fang.anjuke.com/loupan/389818.html,密云 密云,15500
绿地房山启航国际,http://bj.fang.anjuke.com/loupan/414934.html,房山 长阳,25000
金品时代,http://bj.fang.anjuke.com/loupan/414975.html,涿州 涿州,15800
旺泰家园西区,http://bj.fang.anjuke.com/loupan/415969.html,投资 投资,6500
国韵村,http://bj.fang.anjuke.com/loupan/248715.html,大兴 旧宫,68000
尚城国际,http://bj.fang.anjuke.com/loupan/251249.html,固安 固安,21500
同济创园,http://sh.fang.anjuke.com/loupan/411753.html,宝山 淞南,26000
新角里,http://sh.fang.anjuke.com/loupan/410858.html,青浦 朱家角,18000
金山工商联大厦,http://sh.fang.anjuke.com/loupan/412320.html,金山 金山新城,18000
百润时代,http://sh.fang.anjuke.com/loupan/413228.html,浦东 临港新城,35000
大自然虹桥中心,http://sh.fang.anjuke.com/loupan/413233.html,闵行 华漕,40000
总部1号,http://sh.fang.anjuke.com/loupan/413322.html,闵行 颛桥,23000
滨江·万家花城,http://sh.fang.anjuke.com/loupan/416600.html,上海周边 其他,11000
康乐金街,http://sh.fang.anjuke.com/loupan/415461.html,浦东 祝桥,55000
山鑫城市广场,http://sh.fang.anjuke.com/loupan/413274.html,金山 金山新城,18000
申瑞国际,http://hz.fang.anjuke.com/loupan/246955.html,拱墅 申花,15738
远洋擎峯,http://hz.fang.anjuke.com/loupan/251852.html,拱墅 市中心,23000
星汇荣邸,http://hz.fang.anjuke.com/loupan/238769.html,滨江 浦沿,14526
金瑞大厦,http://hz.fang.anjuke.com/loupan/247565.html,萧山 萧山新城,8333
钱塘帝景,http://hz.fang.anjuke.com/loupan/240169.html,滨江 中兴,23304
美郡园,http://hz.fang.anjuke.com/loupan/245792.html,萧山 江东新城,8139
科尔南城嘉园,http://hz.fang.anjuke.com/loupan/244451.html,萧山 南部卧城,7600
棕榈阳光,http://hz.fang.anjuke.com/loupan/238647.html,萧山 空港新城,7800
新帝朗郡,http://hz.fang.anjuke.com/loupan/239522.html,之江 之江,15202
滨江曙光之城,http://hz.fang.anjuke.com/loupan/238602.html,江干 城东新城,21315
